model,variant,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,engine_capacity,battery_capacity,charging_time,seating_capacity,ground_clearance,boot_space
Tesla Model Y,Performance,Deep Blue Metallic,Electric,Automatic,64444.3,2024-11-05,2024-12-01,Maryland,322.5,0,66.8,4.3,7,161.7,838
Tesla Model S,Standard Range,Pearl White,Electric,Automatic,92572.8,2023-05-01,2023-05-28,Virginia,394.4,0,77.5,4.9,5,143.6,467
Tesla Roadster,Plaid,Deep Blue Metallic,Electric,Automatic,222416.65,2024-05-17,2024-06-14,Washington,406.2,0,80.1,7.2,5,169.5,477
Tesla Model 3,Standard Range,Pearl White,Electric,Automatic,50542.63,2023-03-28,2023-04-10,Maryland,324.4,0,93.4,6.3,5,158.3,449
Tesla Roadster,Performance,Pearl White,Electric,Automatic,248140.23,2024-09-06,2024-11-20,California,407.8,0,81.3,6.5,5,156.3,584
Tesla Model Y,Performance,Ultra Red,Electric,Automatic,62071.25,2023-05-01,2023-06-01,California,300.8,0,91.5,9.8,7,151.6,806
Tesla Model 3,Performance,Ultra Red,Electric,Automatic,39093.38,2023-08-02,2023-10-22,New York,323.3,0,84.2,5.6,5,152.8,474
Tesla Roadster,Standard Range,Stealth Grey,Electric,Automatic,207797.94,2023-07-18,2023-09-23,Oregon,611.5,0,93.4,2.3,5,153.8,509
Tesla Model Y,Long Range,Midnight Silver Metallic,Electric,Automatic,55032.21,2023-11-14,2024-01-11,Virginia,297.0,0,85.2,3.6,7,166.9,885
Tesla Model X,Performance,Midnight Silver Metallic,Electric,Automatic,133678.12,2025-01-26,2025-04-10,Massachusetts,316.7,0,84.0,2.9,7,158.6,795
Tesla Model X,Standard Range,Red Multi-Coat,Electric,Automatic,137838.88,2024-02-24,2024-04-23,California,309.3,0,80.3,2.1,7,143.9,457
Tesla Model S,Plaid,Deep Blue Metallic,Electric,Automatic,88626.99,2023-10-17,2023-11-27,New York,393.6,0,73.9,9.2,5,149.4,632
Tesla Model X,Long Range,Red Multi-Coat,Electric,Automatic,97742.73,2024-05-08,2024-07-14,Oregon,331.7,0,75.4,10.5,7,159.5,752
Tesla Roadster,Plaid,Stealth Grey,Electric,Automatic,218350.85,2023-11-26,2024-02-14,Connecticut,528.2,0,83.3,5.8,5,159.0,520
Tesla Model Y,Performance,Pearl White,Electric,Automatic,44296.3,2023-05-14,2023-08-03,Virginia,298.6,0,99.6,2.3,7,142.6,828
Tesla Cybertruck,Standard Range,Red Multi-Coat,Electric,Automatic,55268.09,2023-05-31,2023-06-09,Virginia,448.2,0,76.5,11.5,5,167.2,447
Tesla Model S,Performance,Red Multi-Coat,Electric,Automatic,105211.54,2024-05-10,2024-05-20,Nevada,347.5,0,88.0,0.9,5,147.4,628
Tesla Cybertruck,Plaid,Stealth Grey,Electric,Automatic,63994.73,2023-05-14,2023-06-29,Massachusetts,304.3,0,96.6,8.1,5,154.7,567
Tesla Model 3,Standard Range,Midnight Silver Metallic,Electric,Automatic,45811.12,2023-05-29,2023-07-23,Texas,314.2,0,96.4,9.7,5,143.7,563
Tesla Model X,Plaid,Red Multi-Coat,Electric,Automatic,117658.65,2024-02-07,2024-02-21,Colorado,324.3,0,73.7,7.9,7,154.4,577
Tesla Model Y,Plaid,Red Multi-Coat,Electric,Automatic,50058.01,2024-10-06,2024-12-31,Florida,303.5,0,62.7,7.1,7,145.1,545
Tesla Cybertruck,Performance,Stealth Grey,Electric,Automatic,75853.62,2023-10-06,2023-12-24,New York,371.1,0,67.0,5.6,5,161.7,645
Tesla Roadster,Plaid,Pearl White,Electric,Automatic,238366.71,2023-08-21,2023-10-10,Maryland,566.5,0,74.6,0.7,5,147.8,522
Tesla Model Y,Long Range,Deep Blue Metallic,Electric,Automatic,44752.99,2024-05-21,2024-05-28,Nevada,329.7,0,69.5,3.7,7,147.5,678
Tesla Model X,Long Range,Red Multi-Coat,Electric,Automatic,117333.5,2024-04-17,2024-05-15,California,347.1,0,71.6,1.3,7,142.2,484
Tesla Cybertruck,Standard Range,Solid Black,Electric,Automatic,70389.98,2024-10-16,2025-01-08,Maryland,320.9,0,65.6,8.1,5,156.1,434
Tesla Model 3,Long Range,Red Multi-Coat,Electric,Automatic,44527.73,2023-07-15,2023-08-05,Connecticut,325.3,0,64.9,7.3,5,168.1,455
Tesla Model X,Plaid,Stealth Grey,Electric,Automatic,131583.25,2023-06-04,2023-08-06,Nevada,334.4,0,78.4,9.9,7,163.6,740
Tesla Roadster,Standard Range,Midnight Silver Metallic,Electric,Automatic,225449.21,2024-09-06,2024-11-22,New Jersey,588.5,0,69.5,7.1,5,146.9,453
Tesla Model 3,Standard Range,Solid Black,Electric,Automatic,52148.82,2023-08-30,2023-10-17,Texas,318.1,0,70.3,9.2,5,158.7,496
Tesla Model 3,Standard Range,Stealth Grey,Electric,Automatic,41512.98,2023-10-15,2023-12-25,New York,308.7,0,97.3,3.1,5,150.1,431
Tesla Model 3,Long Range,Ultra Red,Electric,Automatic,52775.43,2025-02-15,2025-05-02,Illinois,282.4,0,90.4,8.0,5,150.0,473
Tesla Cybertruck,Long Range,Stealth Grey,Electric,Automatic,71413.73,2023-10-25,2023-12-28,Oregon,429.5,0,94.2,0.6,5,140.7,487
Tesla Model S,Plaid,Deep Blue Metallic,Electric,Automatic,108667.59,2023-11-03,2024-01-21,Washington,377.9,0,99.7,8.7,5,150.2,467
Tesla Cybertruck,Standard Range,Deep Blue Metallic,Electric,Automatic,71216.52,2024-10-01,2024-12-28,Colorado,378.0,0,79.6,10.1,5,146.2,539
Tesla Model X,Standard Range,Stealth Grey,Electric,Automatic,81080.68,2024-05-10,2024-05-15,Arizona,318.9,0,80.3,1.7,7,141.8,461
Tesla Model X,Standard Range,Stealth Grey,Electric,Automatic,123794.49,2023-10-22,2023-12-31,Oregon,309.4,0,100.0,7.5,7,145.4,503
Tesla Cybertruck,Long Range,Solid Black,Electric,Automatic,56493.25,2024-10-28,2024-11-18,Massachusetts,427.8,0,86.5,7.2,5,157.3,601
Tesla Roadster,Plaid,Pearl White,Electric,Automatic,200200.24,2024-10-10,2024-10-17,Oregon,511.3,0,95.6,1.3,5,162.0,649
Tesla Cybertruck,Performance,Stealth Grey,Electric,Automatic,52055.44,2024-07-04,2024-07-06,Virginia,422.2,0,95.6,1.5,5,150.5,619
Tesla Roadster,Plaid,Stealth Grey,Electric,Automatic,203337.18,2024-07-14,2024-08-18,New Jersey,480.9,0,61.6,11.7,5,164.1,505
Tesla Model X,Performance,Deep Blue Metallic,Electric,Automatic,91860.07,2023-10-24,2023-10-30,California,306.6,0,74.6,11.3,7,158.7,826
Tesla Cybertruck,Standard Range,Midnight Silver Metallic,Electric,Automatic,54988.57,2023-10-09,2024-01-06,Maryland,268.3,0,69.3,11.7,5,161.2,591
Tesla Model Y,Performance,Deep Blue Metallic,Electric,Automatic,49826.54,2023-10-11,2023-12-02,Arizona,263.8,0,90.4,7.6,7,147.3,867
Tesla Model Y,Long Range,Ultra Red,Electric,Automatic,67465.06,2023-08-01,2023-09-09,Illinois,269.3,0,78.0,10.9,7,165.2,668
Tesla Model S,Performance,Red Multi-Coat,Electric,Automatic,83847.27,2023-09-12,2023-11-16,California,350.7,0,96.8,1.0,5,155.9,519
Tesla Roadster,Standard Range,Stealth Grey,Electric,Automatic,241679.82,2023-05-30,2023-06-14,Illinois,556.0,0,89.0,5.7,5,165.4,454
Tesla Cybertruck,Performance,Pearl White,Electric,Automatic,63870.99,2023-03-19,2023-03-24,Virginia,357.3,0,70.6,10.9,5,141.3,541
Tesla Model Y,Plaid,Midnight Silver Metallic,Electric,Automatic,60016.23,2023-03-21,2023-05-23,Massachusetts,301.4,0,89.4,11.5,7,165.5,890
Tesla Cybertruck,Long Range,Deep Blue Metallic,Electric,Automatic,71626.18,2024-10-30,2024-12-08,Arizona,416.7,0,97.1,8.0,5,151.3,534
Tesla Model X,Plaid,Stealth Grey,Electric,Automatic,121025.92,2023-10-06,2023-11-03,Colorado,333.7,0,77.9,9.0,7,166.4,608
Tesla Cybertruck,Long Range,Red Multi-Coat,Electric,Automatic,73859.96,2024-01-11,2024-03-15,Oregon,351.7,0,94.0,3.1,5,164.9,612
Tesla Model X,Plaid,Ultra Red,Electric,Automatic,98648.98,2023-07-30,2023-09-29,Maryland,326.2,0,91.8,9.3,7,144.8,475
Tesla Model Y,Plaid,Solid Black,Electric,Automatic,59183.05,2023-05-17,2023-06-03,California,321.3,0,93.9,2.0,7,157.6,827
Tesla Model Y,Plaid,Ultra Red,Electric,Automatic,57583.72,2024-10-10,2024-11-05,Arizona,325.6,0,86.3,3.5,7,154.3,859
Tesla Model X,Long Range,Ultra Red,Electric,Automatic,126333.62,2025-02-06,2025-02-28,Virginia,331.9,0,85.0,5.8,7,144.1,766
Tesla Cybertruck,Plaid,Red Multi-Coat,Electric,Automatic,65519.54,2024-11-11,2025-01-24,Colorado,444.6,0,74.5,2.3,5,144.6,539
Tesla Model Y,Plaid,Stealth Grey,Electric,Automatic,53581.64,2023-08-05,2023-08-30,California,318.2,0,99.1,3.5,7,161.5,729
Tesla Cybertruck,Standard Range,Ultra Red,Electric,Automatic,69519.53,2024-10-23,2024-11-14,Illinois,271.3,0,68.3,10.8,5,155.8,539
Tesla Roadster,Performance,Stealth Grey,Electric,Automatic,228559.68,2023-09-26,2023-10-01,Washington,462.2,0,65.9,11.2,5,149.5,624
Tesla Cybertruck,Standard Range,Stealth Grey,Electric,Automatic,76000.55,2023-04-04,2023-05-29,California,349.6,0,77.2,0.6,5,140.3,450
Tesla Model X,Standard Range,Midnight Silver Metallic,Electric,Automatic,83387.13,2025-01-31,2025-03-08,New Jersey,309.3,0,97.1,11.0,7,162.1,863
Tesla Roadster,Performance,Pearl White,Electric,Automatic,226629.15,2024-11-22,2024-12-17,Maryland,604.4,0,72.6,4.3,5,167.2,590
Tesla Model Y,Plaid,Solid Black,Electric,Automatic,47802.92,2024-04-06,2024-05-21,Massachusetts,314.2,0,94.5,2.9,7,149.4,524
Tesla Roadster,Performance,Stealth Grey,Electric,Automatic,206329.73,2024-12-04,2024-12-29,Oregon,586.5,0,85.7,8.7,5,153.9,490
Tesla Model Y,Plaid,Pearl White,Electric,Automatic,51467.34,2023-10-30,2023-12-01,Nevada,279.2,0,93.0,1.3,7,151.8,843
Tesla Model X,Plaid,Solid Black,Electric,Automatic,132855.57,2025-03-07,2025-04-08,Oregon,322.2,0,83.9,11.0,7,147.9,555
Tesla Model 3,Standard Range,Ultra Red,Electric,Automatic,50081.03,2024-08-20,2024-09-15,Maryland,268.3,0,83.7,6.3,5,143.5,536
Tesla Model Y,Long Range,Pearl White,Electric,Automatic,65690.72,2024-02-12,2024-02-29,Virginia,321.2,0,81.2,7.5,7,153.4,712
Tesla Model X,Standard Range,Stealth Grey,Electric,Automatic,92452.47,2023-07-11,2023-08-17,Arizona,339.2,0,88.9,2.9,7,166.4,466
Tesla Cybertruck,Standard Range,Deep Blue Metallic,Electric,Automatic,77091.84,2023-04-09,2023-04-24,Colorado,302.4,0,91.3,6.0,5,141.0,581
Tesla Cybertruck,Performance,Red Multi-Coat,Electric,Automatic,64752.32,2023-06-29,2023-09-16,California,410.3,0,86.8,7.6,5,159.1,521
Tesla Model Y,Performance,Stealth Grey,Electric,Automatic,66060.29,2024-11-22,2025-02-14,Washington,290.9,0,86.0,5.8,7,166.8,756
Tesla Roadster,Plaid,Ultra Red,Electric,Automatic,237851.88,2024-03-24,2024-04-26,California,503.2,0,97.6,9.5,5,165.1,594
Tesla Model Y,Plaid,Stealth Grey,Electric,Automatic,62580.23,2024-08-03,2024-08-27,Colorado,284.3,0,70.8,8.5,7,165.3,835
Tesla Cybertruck,Plaid,Ultra Red,Electric,Automatic,50777.15,2023-08-27,2023-11-20,Arizona,362.6,0,60.3,1.2,5,152.9,568
Tesla Model Y,Plaid,Pearl White,Electric,Automatic,65414.3,2024-06-24,2024-07-31,New York,278.2,0,85.6,11.4,7,167.1,494
Tesla Cybertruck,Long Range,Deep Blue Metallic,Electric,Automatic,77705.53,2023-07-05,2023-10-02,Florida,279.5,0,85.2,10.7,5,142.7,443
Tesla Cybertruck,Performance,Ultra Red,Electric,Automatic,72383.25,2024-10-18,2024-10-28,Washington,497.4,0,94.7,0.6,5,156.8,440
Tesla Model S,Performance,Ultra Red,Electric,Automatic,77755.74,2024-09-29,2024-11-02,Oregon,393.1,0,63.8,9.2,5,156.2,480
Tesla Model S,Performance,Pearl White,Electric,Automatic,76497.87,2024-03-21,2024-04-16,Florida,362.1,0,72.0,5.2,5,148.0,647
Tesla Cybertruck,Performance,Midnight Silver Metallic,Electric,Automatic,54910.57,2025-01-08,2025-01-24,Maryland,316.4,0,95.9,5.4,5,140.1,534
Tesla Model Y,Long Range,Ultra Red,Electric,Automatic,57509.28,2024-06-16,2024-06-24,Illinois,283.7,0,82.0,2.5,7,147.5,605
Tesla Model X,Long Range,Midnight Silver Metallic,Electric,Automatic,124975.95,2023-06-18,2023-07-22,Texas,308.3,0,96.7,6.6,7,142.1,846
Tesla Cybertruck,Performance,Stealth Grey,Electric,Automatic,67759.87,2024-02-14,2024-02-23,Nevada,457.3,0,99.5,7.2,5,145.9,641
Tesla Model 3,Standard Range,Ultra Red,Electric,Automatic,39287.39,2025-01-15,2025-04-07,Virginia,301.9,0,74.0,9.4,5,161.3,648
Tesla Model S,Performance,Ultra Red,Electric,Automatic,77502.76,2023-08-05,2023-10-23,New York,349.3,0,82.0,3.5,5,141.0,508
Tesla Model S,Standard Range,Solid Black,Electric,Automatic,124704.19,2024-07-22,2024-09-20,Nevada,352.8,0,70.7,1.1,5,160.7,633
Tesla Model Y,Long Range,Stealth Grey,Electric,Automatic,69879.65,2024-05-01,2024-07-04,New Jersey,299.4,0,77.9,7.7,7,149.4,858
Tesla Model S,Plaid,Solid Black,Electric,Automatic,124677.27,2024-09-18,2024-11-06,New Jersey,391.8,0,90.2,2.9,5,151.9,581
Tesla Model Y,Standard Range,Midnight Silver Metallic,Electric,Automatic,64895.79,2024-03-08,2024-04-27,Maryland,304.9,0,89.7,0.8,7,156.0,510
Tesla Model Y,Standard Range,Red Multi-Coat,Electric,Automatic,44068.43,2024-12-07,2025-02-07,Colorado,271.9,0,60.1,11.2,7,151.3,509
Tesla Model S,Plaid,Solid Black,Electric,Automatic,112372.92,2024-01-23,2024-03-08,Florida,361.5,0,74.2,2.7,5,159.9,586
Tesla Model S,Plaid,Solid Black,Electric,Automatic,77353.39,2024-03-18,2024-04-20,Arizona,338.2,0,87.4,10.9,5,141.3,436
Tesla Cybertruck,Standard Range,Deep Blue Metallic,Electric,Automatic,72946.36,2023-05-12,2023-06-08,Oregon,375.2,0,85.0,8.3,5,157.0,488
Tesla Roadster,Plaid,Solid Black,Electric,Automatic,244139.38,2024-05-09,2024-06-03,Texas,456.5,0,81.4,9.0,5,153.6,439
Tesla Model X,Long Range,Ultra Red,Electric,Automatic,85882.27,2024-08-21,2024-11-03,Maryland,339.7,0,99.9,6.5,7,160.8,809
Tesla Roadster,Long Range,Stealth Grey,Electric,Automatic,203155.93,2023-03-16,2023-06-02,Oregon,577.7,0,95.9,1.7,5,169.8,594
Tesla Model X,Plaid,Solid Black,Electric,Automatic,81622.48,2023-03-25,2023-05-30,Massachusetts,344.4,0,71.8,2.7,7,168.2,443
Tesla Model X,Standard Range,Pearl White,Electric,Automatic,92681.96,2023-12-13,2024-01-18,Washington,315.4,0,73.8,10.9,7,155.3,512
Tesla Model 3,Plaid,Solid Black,Electric,Automatic,41041.43,2023-09-09,2023-10-02,Florida,307.6,0,62.2,1.0,5,169.7,456
Tesla Cybertruck,Plaid,Pearl White,Electric,Automatic,56776.5,2024-04-07,2024-06-12,Massachusetts,285.7,0,81.1,0.9,5,152.0,532
Tesla Roadster,Plaid,Midnight Silver Metallic,Electric,Automatic,209281.23,2023-07-10,2023-10-07,New Jersey,580.7,0,65.2,7.5,5,141.2,617
Tesla Cybertruck,Long Range,Red Multi-Coat,Electric,Automatic,59497.06,2023-09-19,2023-09-25,New York,294.4,0,75.3,7.7,5,160.1,582
Tesla Model X,Standard Range,Red Multi-Coat,Electric,Automatic,95254.41,2024-04-12,2024-06-19,New York,325.1,0,75.0,8.0,7,148.2,527
Tesla Cybertruck,Plaid,Ultra Red,Electric,Automatic,67806.65,2023-05-20,2023-05-23,Arizona,482.0,0,66.3,5.0,5,162.4,569
Tesla Model Y,Standard Range,Ultra Red,Electric,Automatic,54373.06,2024-09-19,2024-11-09,Nevada,317.7,0,66.3,10.0,7,160.2,546
Tesla Cybertruck,Performance,Midnight Silver Metallic,Electric,Automatic,66639.79,2024-09-08,2024-11-06,California,282.6,0,84.4,3.3,5,160.3,626
Tesla Model 3,Performance,Pearl White,Electric,Automatic,44885.17,2024-04-02,2024-05-27,Connecticut,300.3,0,74.2,4.6,5,158.5,486
Tesla Model X,Plaid,Ultra Red,Electric,Automatic,102177.94,2023-08-25,2023-10-22,California,347.4,0,96.9,9.6,7,161.7,853
Tesla Roadster,Standard Range,Ultra Red,Electric,Automatic,238126.3,2024-06-02,2024-08-04,Connecticut,501.8,0,99.3,7.8,5,167.3,641
Tesla Model Y,Long Range,Ultra Red,Electric,Automatic,52373.12,2023-06-12,2023-07-13,New Jersey,295.6,0,99.9,6.1,7,156.2,464
Tesla Model Y,Plaid,Ultra Red,Electric,Automatic,48575.06,2023-06-12,2023-08-06,Massachusetts,298.4,0,79.6,7.6,7,142.5,528
Tesla Model Y,Standard Range,Deep Blue Metallic,Electric,Automatic,61641.11,2023-05-15,2023-07-17,New Jersey,301.0,0,63.1,9.7,7,159.2,864
Tesla Model S,Long Range,Midnight Silver Metallic,Electric,Automatic,129319.49,2023-06-11,2023-07-29,Virginia,353.0,0,66.0,2.2,5,148.4,649
Tesla Model X,Long Range,Stealth Grey,Electric,Automatic,83238.39,2023-09-20,2023-09-22,Colorado,319.0,0,86.7,4.2,7,163.4,605
Tesla Model S,Plaid,Ultra Red,Electric,Automatic,119847.89,2025-01-20,2025-02-07,Washington,364.7,0,79.3,1.5,5,148.6,467
Tesla Model S,Standard Range,Red Multi-Coat,Electric,Automatic,98776.33,2024-12-31,2025-01-31,Virginia,375.6,0,93.7,1.6,5,160.2,485
Tesla Model X,Plaid,Midnight Silver Metallic,Electric,Automatic,103772.31,2023-06-02,2023-08-09,Massachusetts,313.1,0,68.3,7.9,7,151.8,494
Tesla Model X,Plaid,Solid Black,Electric,Automatic,111560.49,2024-12-28,2025-01-05,California,309.3,0,63.8,3.8,7,145.8,619
Tesla Roadster,Performance,Midnight Silver Metallic,Electric,Automatic,244440.3,2023-06-05,2023-08-08,Illinois,573.4,0,65.8,10.6,5,159.1,524
Tesla Model Y,Performance,Stealth Grey,Electric,Automatic,64062.02,2025-01-01,2025-03-15,New York,294.4,0,77.0,2.7,7,154.8,561
Tesla Roadster,Performance,Ultra Red,Electric,Automatic,240793.36,2024-03-09,2024-06-02,Illinois,411.4,0,98.6,11.0,5,166.4,505
Tesla Model 3,Plaid,Stealth Grey,Electric,Automatic,47390.77,2025-01-27,2025-02-19,Texas,331.4,0,75.5,1.4,5,147.6,561
Tesla Model X,Long Range,Stealth Grey,Electric,Automatic,120232.7,2023-06-05,2023-07-08,New Jersey,334.9,0,99.1,1.3,7,153.6,634
Tesla Model Y,Long Range,Solid Black,Electric,Automatic,45219.31,2023-11-27,2023-12-10,Oregon,272.7,0,93.3,6.5,7,150.1,654
Tesla Model Y,Plaid,Deep Blue Metallic,Electric,Automatic,53809.28,2023-04-14,2023-05-23,Washington,279.8,0,92.6,4.2,7,149.0,562
Tesla Model 3,Standard Range,Midnight Silver Metallic,Electric,Automatic,47772.47,2024-07-16,2024-09-12,Washington,298.2,0,75.3,11.3,5,160.1,584
Tesla Roadster,Long Range,Deep Blue Metallic,Electric,Automatic,234932.07,2024-04-23,2024-07-11,Washington,414.0,0,95.9,3.2,5,166.9,581
Tesla Roadster,Performance,Ultra Red,Electric,Automatic,249023.12,2025-02-04,2025-04-30,Washington,468.3,0,95.4,9.2,5,142.9,466
Tesla Model 3,Long Range,Midnight Silver Metallic,Electric,Automatic,40400.9,2023-07-06,2023-09-01,New York,267.8,0,99.1,4.0,5,144.4,487
Tesla Model Y,Performance,Pearl White,Electric,Automatic,49326.43,2024-09-03,2024-10-26,Florida,296.0,0,68.8,6.3,7,145.8,803
Tesla Model 3,Standard Range,Midnight Silver Metallic,Electric,Automatic,47404.78,2024-03-09,2024-05-23,California,304.9,0,92.5,3.4,5,159.3,518
Tesla Cybertruck,Standard Range,Red Multi-Coat,Electric,Automatic,59131.15,2023-12-29,2024-01-20,Nevada,484.2,0,97.0,2.3,5,167.5,533
Tesla Model X,Standard Range,Solid Black,Electric,Automatic,108205.42,2023-12-13,2024-02-29,California,343.6,0,67.2,7.7,7,160.0,630
Tesla Model Y,Standard Range,Midnight Silver Metallic,Electric,Automatic,66311.36,2023-10-03,2023-12-31,Nevada,274.6,0,67.1,6.8,7,149.4,776
Tesla Model X,Long Range,Solid Black,Electric,Automatic,92748.31,2024-06-25,2024-09-13,Florida,345.2,0,88.4,6.0,7,143.2,829
Tesla Model Y,Long Range,Stealth Grey,Electric,Automatic,45683.09,2023-11-07,2023-11-22,New Jersey,281.4,0,60.7,11.1,7,140.3,691
Tesla Model S,Performance,Red Multi-Coat,Electric,Automatic,106244.09,2024-11-30,2025-01-04,Maryland,387.0,0,95.3,4.0,5,167.4,616
Tesla Model 3,Long Range,Red Multi-Coat,Electric,Automatic,47522.99,2024-08-08,2024-08-19,California,323.4,0,81.2,5.1,5,153.1,460
Tesla Model S,Performance,Stealth Grey,Electric,Automatic,77657.16,2023-09-25,2023-11-24,California,354.7,0,61.6,7.7,5,155.7,454
Tesla Model S,Performance,Stealth Grey,Electric,Automatic,109758.14,2023-04-27,2023-05-11,New York,322.2,0,98.3,10.9,5,146.7,605
Tesla Model Y,Plaid,Ultra Red,Electric,Automatic,66344.89,2023-10-13,2023-11-25,Maryland,326.8,0,84.6,0.8,7,163.8,570
Tesla Roadster,Standard Range,Midnight Silver Metallic,Electric,Automatic,203302.57,2024-11-07,2025-01-05,California,439.9,0,80.3,6.1,5,167.7,485
Tesla Cybertruck,Plaid,Solid Black,Electric,Automatic,57654.13,2023-06-18,2023-09-05,Washington,253.0,0,89.3,10.1,5,160.9,543
Tesla Model Y,Standard Range,Pearl White,Electric,Automatic,68835.09,2023-08-31,2023-09-25,Nevada,266.1,0,80.8,7.8,7,163.5,426
Tesla Model Y,Performance,Midnight Silver Metallic,Electric,Automatic,69737.97,2023-08-06,2023-09-29,Virginia,300.3,0,67.2,8.8,7,142.6,599
Tesla Model X,Standard Range,Deep Blue Metallic,Electric,Automatic,96402.18,2023-07-15,2023-09-19,Colorado,308.3,0,83.9,1.3,7,168.5,605
Tesla Roadster,Plaid,Stealth Grey,Electric,Automatic,242207.26,2024-02-01,2024-04-06,New Jersey,437.3,0,73.1,7.0,5,152.8,613
Tesla Roadster,Standard Range,Stealth Grey,Electric,Automatic,202498.28,2024-02-07,2024-03-29,Arizona,461.8,0,95.3,5.2,5,149.4,493
Tesla Cybertruck,Standard Range,Red Multi-Coat,Electric,Automatic,70768.28,2025-02-20,2025-03-05,Connecticut,472.4,0,76.7,6.0,5,163.1,452
Tesla Model Y,Standard Range,Midnight Silver Metallic,Electric,Automatic,60234.43,2023-10-15,2023-11-17,Illinois,328.1,0,78.2,7.5,7,155.7,615
Tesla Model X,Plaid,Ultra Red,Electric,Automatic,100146.59,2024-07-19,2024-09-04,Texas,344.1,0,85.8,2.7,7,163.4,702
Tesla Roadster,Standard Range,Midnight Silver Metallic,Electric,Automatic,234017.59,2025-01-21,2025-03-23,Oregon,402.6,0,94.0,3.3,5,150.4,544
Tesla Model 3,Plaid,Ultra Red,Electric,Automatic,52348.89,2023-05-21,2023-06-21,New York,317.5,0,97.3,2.7,5,168.9,501
Tesla Cybertruck,Long Range,Stealth Grey,Electric,Automatic,54446.19,2024-11-12,2024-12-22,Nevada,286.7,0,91.2,5.7,5,158.9,649
Tesla Model Y,Performance,Red Multi-Coat,Electric,Automatic,49679.95,2023-10-13,2023-11-10,New York,299.3,0,77.9,9.6,7,152.0,701
Tesla Roadster,Performance,Red Multi-Coat,Electric,Automatic,226110.11,2024-05-07,2024-08-01,Oregon,609.6,0,74.4,10.1,5,151.4,600
Tesla Roadster,Plaid,Midnight Silver Metallic,Electric,Automatic,229408.66,2024-08-07,2024-08-08,Connecticut,556.0,0,72.8,11.9,5,145.6,544
Tesla Roadster,Standard Range,Solid Black,Electric,Automatic,202115.84,2025-01-13,2025-02-06,New Jersey,511.5,0,74.5,10.2,5,165.6,537
Tesla Roadster,Plaid,Ultra Red,Electric,Automatic,201632.24,2024-01-26,2024-02-24,Colorado,419.6,0,93.2,1.5,5,145.4,547
Tesla Model S,Standard Range,Midnight Silver Metallic,Electric,Automatic,107290.38,2023-05-30,2023-08-06,Arizona,373.6,0,96.6,6.5,5,169.9,476
Tesla Model 3,Performance,Midnight Silver Metallic,Electric,Automatic,39620.16,2023-10-09,2023-10-25,Illinois,319.7,0,75.9,5.6,5,163.0,473
Tesla Model X,Long Range,Pearl White,Electric,Automatic,118698.23,2024-10-31,2024-12-07,Colorado,338.7,0,97.5,6.8,7,164.8,432
Tesla Model X,Plaid,Pearl White,Electric,Automatic,117572.01,2023-08-03,2023-10-03,California,335.2,0,64.1,8.0,7,161.0,791
