model,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,seating_capacity,ground_clearance,boot_space
Mercedes-AMG GT,Deep Blue Metallic,Oil,Automatic,136879.73,2023-06-06,2023-06-16,Virginia,295.8,6,152.1,480
Rolls-Royce Ghost,Ultra Red,Diesel,Automatic,412034.99,2024-05-25,2024-06-17,China,378.8,6,154.5,566
Audi RS e-tron GT,Stealth Grey,Diesel,Automatic,168673.42,2025-05-19,2025-06-07,Virginia,392.5,6,169.6,516
Lamborghini Huracán,Deep Blue Metallic,Oil,Automatic,225821.29,2024-07-20,2024-10-15,Massachusetts,311.6,6,153.9,464
Range Rover Sport,Stealth Grey,Oil,Automatic,120325.25,2024-03-15,2024-04-28,Italy,296.3,6,141.5,510
Maserati MC20,Red Multi-Coat,Diesel,Automatic,272116.01,2023-06-14,2023-08-03,South Korea,356.6,6,165.3,569
Maserati Ghibli,Red Multi-Coat,Oil,Automatic,93776.48,2024-07-19,2024-07-25,China,269.6,6,167.7,635
Pagani Huayra,Midnight Silver Metallic,Oil,Automatic,2892687.25,2025-02-01,2025-03-28,Connecticut,361.0,6,156.6,520
Audi RS7,Pearl White,Oil,Automatic,129199.97,2024-06-09,2024-08-16,Virginia,304.1,6,168.5,540
Jaguar F-Type,Ultra Red,Diesel,Automatic,80633.81,2023-12-15,2024-01-13,China,273.5,6,160.5,516
Ferrari SF90,Red Multi-Coat,Oil,Automatic,510553.01,2023-07-12,2023-10-03,Colorado,354.5,6,148.7,564
McLaren 720S,Midnight Silver Metallic,Oil,Automatic,348117.07,2023-09-01,2023-11-18,Japan,322.0,6,163.4,555
McLaren 720S,Red Multi-Coat,Oil,Automatic,335218.61,2023-08-07,2023-10-27,Connecticut,303.9,6,156.5,611
Jaguar F-Type,Deep Blue Metallic,Diesel,Automatic,79985.34,2025-03-15,2025-04-12,Virginia,299.2,6,147.1,479
Bugatti Chiron,Deep Blue Metallic,Oil,Automatic,2829913.16,2024-10-23,2025-01-12,New York,367.2,6,148.2,584
Lamborghini Huracán,Solid Black,Diesel,Automatic,215890.7,2024-01-08,2024-02-10,Connecticut,328.8,6,140.9,618
Aston Martin Vantage,Pearl White,Diesel,Automatic,166007.17,2023-11-19,2023-11-22,New York,311.8,6,145.1,577
Aston Martin Vantage,Ultra Red,Diesel,Automatic,169908.67,2023-10-04,2023-11-06,France,295.8,6,148.8,585
Mercedes-AMG GT,Red Multi-Coat,Diesel,Automatic,138270.39,2024-04-21,2024-04-25,Japan,315.8,6,141.2,480
Aston Martin Vantage,Pearl White,Oil,Automatic,153610.05,2024-01-18,2024-03-17,Connecticut,275.5,6,163.8,479
Mercedes-AMG GT,Ultra Red,Diesel,Automatic,137746.85,2025-04-23,2025-06-20,German,305.9,6,165.4,480
McLaren 720S,Deep Blue Metallic,Diesel,Automatic,282415.01,2023-08-09,2023-10-14,New Jersey,337.6,6,160.0,490
Rolls-Royce Ghost,Ultra Red,Oil,Automatic,435451.55,2023-09-11,2023-09-24,Italy,371.6,6,154.2,598
Aston Martin Vantage,Pearl White,Oil,Automatic,152652.67,2024-07-09,2024-07-30,South Korea,308.6,6,158.7,498
Rolls-Royce Ghost,Red Multi-Coat,Diesel,Automatic,376546.47,2024-09-02,2024-10-22,German,326.1,6,148.8,645
BMW M8,Ultra Red,Oil,Automatic,153346.84,2024-08-16,2024-10-13,Washington,292.5,6,158.3,589
Rolls-Royce Ghost,Ultra Red,Diesel,Automatic,417868.7,2023-10-09,2023-11-01,Connecticut,376.0,6,153.8,477
Lexus LC 500,Ultra Red,Diesel,Automatic,114233.63,2024-03-05,2024-03-24,Washington,314.5,6,158.9,539
Bentley Continental GT,Ultra Red,Oil,Automatic,253366.98,2024-10-17,2024-12-28,Virginia,307.4,6,153.0,522
Porsche 911,Pearl White,Diesel,Automatic,192107.07,2024-09-09,2024-09-10,Japan,298.9,6,148.3,550
McLaren 720S,Stealth Grey,Diesel,Automatic,340526.35,2023-10-01,2023-11-23,South Korea,352.9,6,144.7,440
McLaren 720S,Pearl White,Oil,Automatic,346616.56,2023-08-19,2023-09-26,Japan,305.2,6,163.1,437
Koenigsegg Jesko,Red Multi-Coat,Diesel,Automatic,3061596.27,2024-09-21,2024-12-19,New Jersey,387.6,6,165.1,497
Bugatti Chiron,Red Multi-Coat,Diesel,Automatic,2834774.98,2024-08-16,2024-09-09,German,382.3,6,141.8,449
Aston Martin DBS,Red Multi-Coat,Oil,Automatic,311393.66,2024-04-30,2024-05-05,Virginia,293.2,6,162.0,629
Ferrari SF90,Solid Black,Oil,Automatic,531371.87,2025-04-28,2025-07-08,China,356.4,6,164.2,597
Porsche 911,Midnight Silver Metallic,Oil,Automatic,220832.94,2023-10-09,2023-11-16,South Korea,325.1,6,165.0,563
Aston Martin Vantage,Red Multi-Coat,Oil,Automatic,150630.43,2024-01-02,2024-01-04,South Korea,272.4,6,163.8,521
Maserati MC20,Pearl White,Oil,Automatic,234068.68,2025-01-21,2025-04-07,Washington,330.4,6,168.0,625
Pagani Huayra,Midnight Silver Metallic,Oil,Automatic,2940875.74,2023-11-25,2024-01-03,Connecticut,378.0,6,152.8,546
Lotus Emira,Solid Black,Oil,Automatic,104615.41,2023-11-16,2024-02-14,Colorado,244.3,6,157.2,499
Audi RS7,Ultra Red,Diesel,Automatic,121359.68,2024-04-26,2024-06-01,Massachusetts,287.0,6,167.5,487
BMW M5 CS,Pearl White,Diesel,Automatic,146802.88,2025-03-12,2025-05-08,Washington,300.4,6,142.4,538
Porsche Cayman GT4,Pearl White,Diesel,Automatic,117818.64,2024-06-27,2024-09-02,Japan,258.6,6,141.0,530
BMW M5 CS,Midnight Silver Metallic,Oil,Automatic,143080.21,2024-02-10,2024-02-14,South Korea,302.1,6,169.0,639
BMW M8,Pearl White,Oil,Automatic,141377.43,2025-02-06,2025-04-13,Washington,339.1,6,142.5,579
Bugatti Chiron,Midnight Silver Metallic,Diesel,Automatic,3193106.43,2023-07-10,2023-08-30,France,356.7,6,162.9,573
BMW M5 CS,Deep Blue Metallic,Diesel,Automatic,163702.55,2024-12-20,2025-02-12,Washington,292.8,6,151.0,613
Nissan GT-R,Ultra Red,Oil,Automatic,118001.65,2024-07-02,2024-07-22,New York,286.7,6,141.5,630
Porsche 911,Deep Blue Metallic,Oil,Automatic,130439.63,2025-01-26,2025-03-29,Virginia,285.2,6,147.0,617
Lotus Emira,Deep Blue Metallic,Oil,Automatic,95593.94,2024-12-10,2025-01-26,Massachusetts,246.2,6,166.5,440
Koenigsegg Jesko,Midnight Silver Metallic,Diesel,Automatic,3135869.65,2024-10-15,2024-10-29,Connecticut,394.6,6,144.3,619
Rolls-Royce Ghost,Pearl White,Oil,Automatic,445481.37,2024-05-15,2024-07-31,Italy,345.6,6,165.0,586
Mercedes-AMG GT,Pearl White,Oil,Automatic,141443.98,2025-04-30,2025-07-08,Japan,305.5,6,141.3,481
Lamborghini Huracán,Deep Blue Metallic,Oil,Automatic,236102.17,2023-08-10,2023-10-22,New York,296.2,6,159.3,643
BMW M8,Midnight Silver Metallic,Diesel,Automatic,131634.08,2024-04-09,2024-05-28,Colorado,304.1,6,159.3,609
Maserati MC20,Pearl White,Diesel,Automatic,273913.44,2024-10-03,2024-11-06,Nevada,324.1,6,154.7,457
Maserati MC20,Solid Black,Oil,Automatic,235420.4,2023-12-16,2024-01-05,New Jersey,347.9,6,153.3,633
Lotus Emira,Ultra Red,Oil,Automatic,86928.34,2023-08-05,2023-09-11,New York,261.8,6,142.3,553
Porsche Cayman GT4,Deep Blue Metallic,Diesel,Automatic,122325.88,2024-02-18,2024-03-04,South Korea,261.0,6,143.0,432
Audi RS7,Pearl White,Oil,Automatic,128734.6,2024-10-02,2024-12-06,Massachusetts,271.1,6,144.6,515
BMW M8,Red Multi-Coat,Diesel,Automatic,138441.38,2024-02-04,2024-04-09,New Jersey,327.1,6,166.5,469
Nissan GT-R,Solid Black,Diesel,Automatic,121851.57,2024-12-29,2025-01-13,Nevada,278.9,6,145.0,561
Lotus Emira,Ultra Red,Diesel,Automatic,92609.96,2023-06-14,2023-09-12,New Jersey,254.7,6,142.7,483
Maserati Ghibli,Deep Blue Metallic,Oil,Automatic,91839.74,2023-09-20,2023-10-08,Nevada,283.2,6,141.4,456
Lamborghini Huracán,Deep Blue Metallic,Diesel,Automatic,256117.54,2024-12-19,2024-12-29,Nevada,320.4,6,164.2,538
McLaren 720S,Solid Black,Oil,Automatic,293969.69,2024-02-05,2024-03-08,Connecticut,329.0,6,165.2,582
Audi RS e-tron GT,Solid Black,Oil,Automatic,173180.6,2025-03-20,2025-06-08,Virginia,389.8,6,165.0,641
Lotus Emira,Midnight Silver Metallic,Oil,Automatic,95122.23,2023-12-10,2024-01-15,China,269.0,6,146.2,522
Maserati Ghibli,Midnight Silver Metallic,Oil,Automatic,91761.82,2024-07-23,2024-10-14,Colorado,277.8,6,143.3,542
Pagani Huayra,Deep Blue Metallic,Diesel,Automatic,3068310.0,2023-07-16,2023-09-22,Massachusetts,368.1,6,165.8,594
Aston Martin Vantage,Midnight Silver Metallic,Diesel,Automatic,179905.68,2023-11-04,2023-11-22,Italy,279.3,6,147.4,578
Mercedes-AMG GT,Stealth Grey,Oil,Automatic,125112.76,2024-04-27,2024-05-02,China,305.6,6,169.1,530
Lotus Emira,Solid Black,Oil,Automatic,96472.63,2023-08-14,2023-10-16,Colorado,266.5,6,167.9,545
Pagani Huayra,Midnight Silver Metallic,Oil,Automatic,3129390.72,2023-08-22,2023-08-30,Maryland,372.4,6,152.6,591
Rolls-Royce Ghost,Pearl White,Oil,Automatic,382235.79,2024-03-03,2024-05-26,Connecticut,345.6,6,149.5,630
Aston Martin Vantage,Red Multi-Coat,Diesel,Automatic,150192.97,2024-03-03,2024-04-09,China,291.0,6,166.5,510
Lotus Emira,Solid Black,Oil,Automatic,86601.32,2024-12-24,2025-03-08,Colorado,228.7,6,154.7,621
Bugatti Chiron,Midnight Silver Metallic,Diesel,Automatic,3495098.62,2025-04-21,2025-06-30,South Korea,380.5,6,143.3,593
Pagani Huayra,Pearl White,Diesel,Automatic,2933924.73,2024-01-03,2024-03-01,New Jersey,345.8,6,149.2,545
Audi RS7,Red Multi-Coat,Diesel,Automatic,121661.78,2023-12-10,2024-02-27,Virginia,266.5,6,149.6,572
Mercedes-AMG GT,Solid Black,Diesel,Automatic,120813.1,2023-07-16,2023-10-04,Nevada,290.5,6,149.9,511
BMW M5 CS,Midnight Silver Metallic,Oil,Automatic,152262.1,2025-04-03,2025-05-15,South Korea,278.9,6,165.8,596
Koenigsegg Jesko,Stealth Grey,Oil,Automatic,3302832.56,2023-10-04,2023-10-23,New York,399.7,6,166.5,604
Mercedes-AMG GT,Solid Black,Diesel,Automatic,153254.27,2024-12-25,2025-01-12,Italy,316.9,6,158.6,584
Maserati MC20,Ultra Red,Diesel,Automatic,238340.35,2024-01-15,2024-01-27,Colorado,368.1,6,140.2,462
Bentley Continental GT,Deep Blue Metallic,Oil,Automatic,256014.09,2023-08-24,2023-11-07,Connecticut,283.1,6,141.3,626
Maserati MC20,Midnight Silver Metallic,Diesel,Automatic,272989.87,2025-04-20,2025-07-02,Connecticut,320.5,6,151.7,462
Alpine A110,Midnight Silver Metallic,Oil,Automatic,68562.09,2024-08-03,2024-10-28,South Korea,202.3,6,153.0,596
Lotus Emira,Midnight Silver Metallic,Diesel,Automatic,96426.85,2024-11-06,2024-11-27,Virginia,229.1,6,154.3,434
Range Rover Sport,Midnight Silver Metallic,Oil,Automatic,141658.44,2024-07-31,2024-08-22,China,288.5,6,140.6,518
Aston Martin Vantage,Pearl White,Diesel,Automatic,161723.14,2024-02-20,2024-04-03,Japan,310.9,6,162.9,525
Nissan GT-R,Stealth Grey,Oil,Automatic,119955.03,2024-06-25,2024-09-06,South Korea,295.8,6,165.2,485
Bugatti Chiron,Solid Black,Diesel,Automatic,2758571.99,2025-05-05,2025-08-01,Japan,376.7,6,150.1,516
Bentley Continental GT,Red Multi-Coat,Diesel,Automatic,275523.67,2025-04-28,2025-05-06,Connecticut,317.0,6,153.2,571
Porsche 911,Red Multi-Coat,Oil,Automatic,213737.14,2024-02-12,2024-03-28,New York,298.4,6,155.9,542
Maserati Ghibli,Solid Black,Oil,Automatic,93095.87,2024-12-21,2025-02-23,Colorado,286.6,6,161.6,623
Rolls-Royce Ghost,Solid Black,Oil,Automatic,354420.12,2024-01-05,2024-02-07,France,373.8,6,161.6,548
Aston Martin DBS,Red Multi-Coat,Oil,Automatic,306974.19,2023-07-22,2023-08-01,Colorado,303.9,6,147.1,492
Pagani Huayra,Midnight Silver Metallic,Diesel,Automatic,2915473.62,2025-02-11,2025-04-01,Connecticut,362.2,6,167.7,598
Bentley Continental GT,Midnight Silver Metallic,Diesel,Automatic,269894.67,2025-04-07,2025-04-24,New Jersey,287.3,6,144.0,628
Nissan GT-R,Pearl White,Oil,Automatic,132769.54,2023-11-08,2023-12-13,Italy,284.0,6,149.6,627
Mercedes-AMG GT,Pearl White,Oil,Automatic,125624.49,2024-06-09,2024-09-05,Connecticut,329.0,6,155.0,468
McLaren 720S,Stealth Grey,Oil,Automatic,302117.71,2023-09-25,2023-10-24,China,341.2,6,150.9,459
Bugatti Chiron,Deep Blue Metallic,Oil,Automatic,3479934.69,2024-05-31,2024-08-26,Connecticut,375.7,6,143.7,539
Bentley Continental GT,Pearl White,Oil,Automatic,279837.22,2025-03-13,2025-04-01,South Korea,304.6,6,167.6,494
Lotus Emira,Deep Blue Metallic,Diesel,Automatic,97327.94,2025-01-08,2025-03-20,Maryland,273.1,6,153.6,455
Maserati Ghibli,Deep Blue Metallic,Diesel,Automatic,84231.95,2024-11-30,2025-01-08,New York,280.6,6,142.6,489
Bugatti Chiron,Red Multi-Coat,Diesel,Automatic,3421635.38,2025-01-12,2025-01-24,China,366.7,6,144.4,639
Maserati MC20,Midnight Silver Metallic,Diesel,Automatic,260224.76,2024-04-22,2024-07-14,Virginia,358.4,6,168.0,593
Jaguar F-Type,Midnight Silver Metallic,Diesel,Automatic,83370.71,2024-12-25,2025-01-09,France,260.1,6,140.2,626
Audi RS e-tron GT,Solid Black,Diesel,Automatic,162172.25,2024-05-29,2024-07-08,New York,390.1,6,168.1,648
BMW M5 CS,Deep Blue Metallic,Diesel,Automatic,149155.19,2024-03-15,2024-03-17,Italy,273.4,6,164.2,494
Maserati MC20,Stealth Grey,Diesel,Automatic,239335.42,2025-04-22,2025-06-02,Nevada,345.0,6,168.3,516
Range Rover Sport,Midnight Silver Metallic,Oil,Automatic,115000.09,2024-02-09,2024-05-06,Washington,271.2,6,146.0,575
Porsche 911,Stealth Grey,Diesel,Automatic,197073.48,2025-04-17,2025-07-15,Maryland,309.3,6,146.0,485
Lotus Emira,Solid Black,Oil,Automatic,90580.89,2023-09-08,2023-10-07,China,264.1,6,153.9,553
Lotus Emira,Ultra Red,Diesel,Automatic,104667.73,2025-05-05,2025-06-27,Virginia,257.8,6,167.7,493
Koenigsegg Jesko,Solid Black,Oil,Automatic,3414445.41,2025-04-23,2025-06-08,Maryland,378.7,6,140.7,514
Aston Martin DBS,Midnight Silver Metallic,Diesel,Automatic,363436.97,2023-10-04,2023-11-05,Washington,340.0,6,142.2,538
Jaguar F-Type,Ultra Red,Diesel,Automatic,87776.01,2024-06-29,2024-08-20,Maryland,275.3,6,157.7,555
Aston Martin Vantage,Red Multi-Coat,Diesel,Automatic,179847.16,2023-07-03,2023-08-06,New Jersey,308.4,6,160.3,467
BMW M5 CS,Ultra Red,Diesel,Automatic,159612.65,2024-03-27,2024-04-04,South Korea,302.9,6,144.4,603
Jaguar F-Type,Red Multi-Coat,Oil,Automatic,82351.7,2023-12-08,2024-01-06,German,268.8,6,157.5,488
BMW M8,Deep Blue Metallic,Diesel,Automatic,143447.11,2024-11-28,2024-11-29,Colorado,325.8,6,151.8,585
McLaren 720S,Ultra Red,Diesel,Automatic,331724.24,2023-11-06,2023-12-15,Washington,342.5,6,168.3,476
Aston Martin Vantage,Red Multi-Coat,Oil,Automatic,174099.13,2024-10-09,2024-10-30,Italy,282.2,6,161.2,461
Porsche Cayman GT4,Red Multi-Coat,Oil,Automatic,122017.29,2023-06-25,2023-07-24,Connecticut,255.9,6,141.2,513
Porsche Cayman GT4,Deep Blue Metallic,Oil,Automatic,119600.01,2023-08-05,2023-09-20,Maryland,259.5,6,142.2,471
Bentley Continental GT,Solid Black,Oil,Automatic,259512.16,2024-04-16,2024-04-23,France,338.3,6,144.6,550
Bentley Continental GT,Midnight Silver Metallic,Diesel,Automatic,241639.77,2024-01-12,2024-02-17,Nevada,297.4,6,150.2,449
Jaguar F-Type,Ultra Red,Diesel,Automatic,80244.85,2024-10-11,2024-12-30,Maryland,276.3,6,154.3,530
Audi RS e-tron GT,Red Multi-Coat,Diesel,Automatic,164278.0,2023-10-26,2023-12-20,Colorado,382.4,6,149.0,454
Audi RS7,Ultra Red,Oil,Automatic,123326.45,2024-09-08,2024-10-03,Colorado,304.6,6,164.7,547
Nissan GT-R,Ultra Red,Oil,Automatic,139166.56,2025-04-28,2025-05-23,France,281.1,6,152.1,534
Ferrari SF90,Stealth Grey,Oil,Automatic,525414.67,2023-12-31,2024-01-10,Colorado,355.2,6,159.6,630
Audi RS7,Deep Blue Metallic,Oil,Automatic,132824.67,2023-10-12,2023-12-14,France,286.4,6,159.4,632
Audi RS7,Deep Blue Metallic,Diesel,Automatic,140190.22,2023-12-30,2024-02-08,France,265.4,6,163.3,462
Range Rover Sport,Stealth Grey,Diesel,Automatic,109486.51,2025-04-16,2025-05-06,Colorado,259.3,6,144.8,523
Porsche Cayman GT4,Red Multi-Coat,Diesel,Automatic,116316.53,2024-12-23,2025-02-21,Nevada,244.0,6,156.4,559
Ferrari SF90,Stealth Grey,Diesel,Automatic,491546.48,2024-08-04,2024-09-09,China,365.1,6,153.3,443
Nissan GT-R,Red Multi-Coat,Diesel,Automatic,142189.05,2023-12-20,2024-01-14,New York,293.0,6,152.3,527
Aston Martin Vantage,Midnight Silver Metallic,Diesel,Automatic,175126.26,2025-01-06,2025-02-12,Colorado,298.1,6,157.4,602
Lamborghini Huracán,Stealth Grey,Diesel,Automatic,243771.27,2024-06-01,2024-06-14,Japan,316.2,6,159.0,602
Koenigsegg Jesko,Solid Black,Oil,Automatic,3137344.77,2024-07-18,2024-08-08,New Jersey,350.6,6,154.0,490
Bentley Continental GT,Red Multi-Coat,Diesel,Automatic,240047.45,2025-01-29,2025-02-03,Italy,301.1,6,146.4,584
Audi RS7,Stealth Grey,Oil,Automatic,136656.57,2023-09-01,2023-10-11,Virginia,299.5,6,141.7,501
Pagani Huayra,Pearl White,Diesel,Automatic,2989112.76,2024-12-02,2025-02-12,Connecticut,341.3,6,160.2,463
Aston Martin Vantage,Stealth Grey,Diesel,Automatic,164359.51,2024-09-07,2024-09-13,Connecticut,280.1,6,140.2,633
Audi RS7,Stealth Grey,Oil,Automatic,143798.14,2024-01-16,2024-02-05,South Korea,300.2,6,148.6,592
Porsche 911,Solid Black,Diesel,Automatic,199481.54,2025-05-07,2025-06-20,Washington,332.2,6,142.8,464
Audi RS7,Midnight Silver Metallic,Diesel,Automatic,136496.66,2025-04-13,2025-07-12,Italy,298.3,6,144.7,645
Maserati MC20,Midnight Silver Metallic,Diesel,Automatic,234807.37,2023-11-26,2024-02-11,South Korea,356.1,6,153.8,448
Maserati Ghibli,Pearl White,Diesel,Automatic,80582.74,2023-06-01,2023-06-26,Maryland,279.2,6,154.6,528
Audi RS e-tron GT,Stealth Grey,Diesel,Automatic,152789.57,2024-05-24,2024-06-05,Japan,402.9,6,168.4,649
Pagani Huayra,Stealth Grey,Diesel,Automatic,2886568.73,2023-09-19,2023-12-06,Massachusetts,352.7,6,151.0,497
McLaren 720S,Deep Blue Metallic,Oil,Automatic,312453.21,2023-08-05,2023-08-10,Virginia,306.7,6,144.7,603
Koenigsegg Jesko,Red Multi-Coat,Diesel,Automatic,3441128.76,2023-11-29,2024-01-03,Washington,364.1,6,145.9,592
Porsche Cayman GT4,Deep Blue Metallic,Diesel,Automatic,117272.87,2023-10-18,2023-11-06,New York,268.0,6,149.1,566
Lotus Emira,Red Multi-Coat,Diesel,Automatic,89222.64,2024-03-21,2024-04-26,Nevada,261.3,6,158.1,464
Jaguar F-Type,Pearl White,Diesel,Automatic,93552.65,2024-05-30,2024-07-06,Italy,281.2,6,144.9,634
Audi RS e-tron GT,Ultra Red,Diesel,Automatic,171879.34,2023-05-28,2023-08-17,Massachusetts,416.8,6,163.2,523
McLaren 720S,Midnight Silver Metallic,Oil,Automatic,301860.37,2024-02-10,2024-04-02,Maryland,309.7,6,165.6,619
Audi RS e-tron GT,Ultra Red,Oil,Automatic,155616.6,2023-08-15,2023-08-30,Nevada,393.4,6,146.8,582
BMW M8,Ultra Red,Oil,Automatic,159224.52,2024-05-08,2024-06-07,Colorado,334.3,6,146.0,527
BMW M5 CS,Deep Blue Metallic,Diesel,Automatic,143149.31,2025-04-03,2025-04-25,Virginia,276.0,6,168.2,558
Aston Martin Vantage,Ultra Red,Oil,Automatic,151899.35,2024-03-20,2024-04-13,South Korea,274.8,6,142.8,509
Lamborghini Huracán,Solid Black,Oil,Automatic,273321.69,2024-10-14,2024-12-12,Italy,291.9,6,169.6,486
Mercedes-AMG GT,Pearl White,Oil,Automatic,143591.3,2025-05-01,2025-05-21,New York,294.8,6,146.8,478
Pagani Huayra,Midnight Silver Metallic,Oil,Automatic,2905599.95,2024-03-28,2024-06-07,South Korea,378.4,6,161.6,644
Rolls-Royce Ghost,Stealth Grey,Diesel,Automatic,431483.74,2024-12-29,2025-01-10,China,373.6,6,152.6,458
Lotus Emira,Stealth Grey,Oil,Automatic,86179.3,2024-04-30,2024-06-25,New Jersey,231.1,6,166.8,437
Maserati MC20,Solid Black,Diesel,Automatic,262757.81,2024-10-21,2025-01-11,Massachusetts,360.1,6,160.4,515
Lexus LC 500,Pearl White,Oil,Automatic,101774.52,2024-05-12,2024-06-23,Maryland,317.1,6,152.3,507
Nissan GT-R,Ultra Red,Diesel,Automatic,136552.02,2024-02-03,2024-04-15,Maryland,275.0,6,169.6,522
Bentley Continental GT,Ultra Red,Oil,Automatic,235296.13,2024-09-24,2024-12-13,France,291.7,6,157.4,618
Porsche Cayman GT4,Red Multi-Coat,Oil,Automatic,112816.1,2025-02-25,2025-03-30,France,269.0,6,167.7,518
Lexus LC 500,Red Multi-Coat,Diesel,Automatic,119016.65,2023-07-30,2023-10-20,Connecticut,301.4,6,150.9,612
Lexus LC 500,Solid Black,Diesel,Automatic,107960.85,2024-09-22,2024-12-06,Colorado,315.0,6,158.3,474
Lexus LC 500,Stealth Grey,Oil,Automatic,99887.19,2023-11-30,2024-02-12,Connecticut,316.0,6,151.5,448
Audi RS7,Pearl White,Diesel,Automatic,128021.3,2023-09-21,2023-11-22,Virginia,295.8,6,169.4,569
Audi RS e-tron GT,Solid Black,Oil,Automatic,165876.62,2023-07-31,2023-10-04,Colorado,344.6,6,146.5,553
Range Rover Sport,Midnight Silver Metallic,Oil,Automatic,109116.01,2024-09-09,2024-12-03,New York,296.9,6,155.2,457
Jaguar F-Type,Deep Blue Metallic,Oil,Automatic,83731.75,2024-06-18,2024-08-15,Connecticut,274.3,6,162.5,558
Jaguar F-Type,Red Multi-Coat,Diesel,Automatic,88643.84,2023-11-17,2023-12-05,New Jersey,262.2,6,155.2,541
Range Rover Sport,Red Multi-Coat,Oil,Automatic,102757.91,2023-09-21,2023-09-28,New York,279.5,6,152.8,601
BMW M5 CS,Midnight Silver Metallic,Oil,Automatic,165599.15,2025-03-05,2025-03-26,Maryland,271.6,6,168.2,592
BMW M8,Ultra Red,Oil,Automatic,141533.53,2024-12-07,2024-12-17,German,293.9,6,143.9,614
Koenigsegg Jesko,Midnight Silver Metallic,Diesel,Automatic,3402987.15,2023-07-05,2023-08-17,France,397.1,6,154.4,602
BMW M8,Pearl White,Diesel,Automatic,131813.08,2024-02-26,2024-02-27,Connecticut,332.4,6,157.2,479
Nissan GT-R,Solid Black,Oil,Automatic,121602.07,2023-10-21,2024-01-07,Connecticut,281.7,6,149.6,581
Jaguar F-Type,Red Multi-Coat,Oil,Automatic,94848.83,2024-06-20,2024-07-26,Connecticut,268.8,6,141.8,648
Mercedes-AMG GT,Solid Black,Oil,Automatic,157162.22,2023-06-13,2023-07-30,Virginia,328.0,6,163.9,495
Audi RS e-tron GT,Deep Blue Metallic,Diesel,Automatic,167194.34,2025-05-15,2025-07-05,Colorado,397.3,6,156.1,497
BMW M5 CS,Deep Blue Metallic,Diesel,Automatic,160123.0,2024-06-21,2024-08-29,Virginia,272.0,6,142.0,428
Pagani Huayra,Pearl White,Oil,Automatic,2992264.4,2025-05-08,2025-06-20,South Korea,379.2,6,165.4,544
Maserati MC20,Ultra Red,Diesel,Automatic,250380.48,2025-03-02,2025-03-19,Colorado,317.5,6,143.8,489
Aston Martin DBS,Midnight Silver Metallic,Oil,Automatic,310197.94,2023-06-02,2023-07-03,China,303.1,6,164.6,612
Porsche 911,Deep Blue Metallic,Diesel,Automatic,151004.17,2023-06-01,2023-06-13,Massachusetts,306.9,6,146.0,488
Maserati Ghibli,Red Multi-Coat,Diesel,Automatic,84897.48,2024-01-06,2024-01-31,New York,279.0,6,159.5,649
Range Rover Sport,Ultra Red,Oil,Automatic,106216.94,2024-04-01,2024-06-13,Connecticut,292.2,6,156.8,499
Mercedes-AMG GT,Deep Blue Metallic,Diesel,Automatic,144597.93,2024-09-12,2024-11-17,Connecticut,328.7,6,144.5,595
BMW M5 CS,Pearl White,Oil,Automatic,154490.61,2023-07-26,2023-08-07,Maryland,288.8,6,168.6,463
Aston Martin Vantage,Stealth Grey,Oil,Automatic,151407.42,2025-03-27,2025-05-30,Massachusetts,273.5,6,144.9,486
Aston Martin DBS,Solid Black,Oil,Automatic,357205.55,2023-09-18,2023-10-25,Italy,331.5,6,162.6,542
